iter	Logloss
177	0.1077120877
178	0.1072696142
179	0.1070729909
180	0.1068746023
181	0.106522211
182	0.1062757338
183	0.1060118387
184	0.1058645643
185	0.1056235091
186	0.1053517012
187	0.1051355662
188	0.1049657753
189	0.1046770982
190	0.1044359414
191	0.1042651264
192	0.1041037643
193	0.1038246607
194	0.1035011094
195	0.1033359408
196	0.1031745033
197	0.1029474888
198	0.1027598495
199	0.1024731
200	0.1022466993
201	0.1020698226
202	0.101822834
203	0.1016274016
204	0.1014520394
205	0.1012162353
206	0.1010536478
207	0.1007103522
208	0.1005226753
209	0.1002980748
210	0.100102985
211	0.09991280262
212	0.0997087675
213	0.09958738431
214	0.09942712547
215	0.09925928445
216	0.09912626517
217	0.09898692293
218	0.09879273409
219	0.09858993688
220	0.0983381914
221	0.09812778051
222	0.09795712595
223	0.097757396
224	0.09754718945
225	0.09738164581
226	0.09723089461
227	0.09700487971
228	0.09669795291
229	0.0965463024
230	0.09639189179
231	0.09627127914
232	0.09615052288
233	0.09602127061
234	0.09582299105
235	0.09565784369
236	0.09553460162
237	0.09532271898
238	0.09518272665
239	0.09501652865
240	0.09469138324
241	0.09458009002
242	0.09430999566
243	0.09412486703
244	0.09400369442
245	0.09385908304
246	0.09373252018
247	0.09360770652
248	0.09343817485
249	0.09320943478
250	0.09305206785
251	0.09293390917
252	0.0927592618
253	0.09264084191
254	0.09243274631
255	0.09229873384
256	0.09213751955
257	0.09202979441
258	0.09184943195
259	0.09169028048
260	0.09158073064
261	0.09144279245
262	0.09135868111
263	0.0912371902
264	0.09107032705
265	0.09092756575
266	0.09067030073
267	0.09049670751
268	0.0904193554
269	0.09030420469
270	0.09022437793
271	0.09009396082
272	0.08997654649
273	0.08984836202
274	0.0896597331
275	0.08953314751
276	0.08937079255
277	0.08926477356
278	0.08903637255
279	0.08887559675
280	0.08866902878
281	0.08858725156
282	0.08841548119
283	0.0882908372
284	0.08814309364
285	0.08799635194
286	0.08788427782
287	0.08774101089
288	0.0876408562
289	0.08752254969
290	0.08733674285
291	0.08721752254
292	0.0870750657
293	0.08695350309
294	0.08673567084
295	0.08661149003
296	0.08639278274
297	0.08626362391
298	0.08610999019
299	0.08597464336
300	0.08583525112
301	0.0857288961
302	0.08564899657
303	0.08545557726
304	0.08533779301
305	0.08521940749
306	0.08501456798
307	0.08492031816
308	0.0848388797
309	0.08462086151
310	0.08450773487
311	0.08431851112
312	0.08421389081
313	0.08406084253
314	0.08396137134
315	0.0838737767
316	0.08374930325
317	0.08363744797
318	0.08353823824
319	0.08340103123
320	0.08329447954
321	0.08307659803
322	0.08296197382
323	0.08284991029
324	0.08275284418
325	0.08258080405
326	0.08245659682
327	0.08234212699
328	0.08220873965
329	0.08204197228
330	0.08192808681
331	0.08184123512
332	0.08173401157
333	0.08156651871
334	0.08144378343
335	0.08137722992
336	0.08137149555
337	0.08123987815
338	0.08113462091
339	0.08102745936
340	0.08086678007
341	0.08074759619
342	0.08067850591
343	0.08058332379
344	0.08050931481
345	0.08039745214
346	0.08031504264
347	0.08010347644
348	0.07999710006
349	0.07977989484
350	0.07964221097
351	0.0795562852
352	0.07947024678
353	0.07938294267
354	0.07926834114
355	0.07912891007
356	0.07897950929
357	0.07888933965
358	0.07872116577
359	0.0785788285
360	0.07849324473
361	0.07839560152
362	0.07825779059
363	0.07815720738
364	0.07803701083
365	0.07791363489
366	0.07783589392
367	0.07779057123
368	0.07762550379
369	0.07754741119
370	0.07745498411
371	0.07732883036
372	0.0771496689
373	0.07708514704
374	0.07702396324
375	0.07690513131
376	0.07678668805
377	0.07669706789
378	0.07660130174
379	0.07647968363
380	0.07639365703
381	0.07630467073
382	0.07619801846
383	0.07609262081
384	0.07597537256
385	0.07588680455
386	0.07576622907
387	0.07567258783
