iter	Logloss
184	0.1102779017
185	0.1100058442
186	0.1097147934
187	0.109427302
188	0.1092435963
189	0.1089402
190	0.1086983057
191	0.1085071452
192	0.1083347307
193	0.1080408776
194	0.1078106959
195	0.1075904097
196	0.1074056797
197	0.1071696159
198	0.1069676529
199	0.1068050377
200	0.1066279297
201	0.1064340354
202	0.1062557262
203	0.1060378111
204	0.1057793467
205	0.105614817
206	0.1053848999
207	0.105071091
208	0.1047818299
209	0.1045355569
210	0.104254798
211	0.104074781
212	0.1038946181
213	0.1037781468
214	0.1036185394
215	0.1034362467
216	0.1032938336
217	0.1030624298
218	0.1028061587
219	0.1026673173
220	0.1024359795
221	0.1023173024
222	0.1020983749
223	0.101900849
224	0.1016733419
225	0.1015003242
226	0.1013255164
227	0.1010861872
228	0.1009193594
229	0.100810049
230	0.1005418626
231	0.1004015782
232	0.1002613245
233	0.1001109007
234	0.09987953712
235	0.09971829165
236	0.09958183171
237	0.09935929868
238	0.09921484445
239	0.09906082898
240	0.09887759889
241	0.09876668718
242	0.09849696699
243	0.09829712386
244	0.09817557193
245	0.09799291341
246	0.0978474159
247	0.09770612629
248	0.09755457241
249	0.09739705908
250	0.09723084342
251	0.09707652783
252	0.09677323678
253	0.09662175354
254	0.09645375629
255	0.09632956603
256	0.09616557017
257	0.09605535824
258	0.0958445981
259	0.09566276695
260	0.09554616116
261	0.09538986573
262	0.09525111832
263	0.09513496837
264	0.09494749197
265	0.09476448929
266	0.09449834443
267	0.0943099802
268	0.09413897123
269	0.09387864608
270	0.09377442879
271	0.09361943447
272	0.09344959879
273	0.09331320867
274	0.09317630589
275	0.09304583742
276	0.09289128307
277	0.09267761928
278	0.0925136429
279	0.09237944455
280	0.09218633433
281	0.09210359061
282	0.09193433765
283	0.09181639739
284	0.09164807579
285	0.09147907227
286	0.09135944127
287	0.09121386393
288	0.09109209158
289	0.09092551686
290	0.09083345787
291	0.0905563098
292	0.09043917831
293	0.09030266492
294	0.09007907493
295	0.08996699424
296	0.08975184393
297	0.08964538746
298	0.08948327947
299	0.08935503862
300	0.08920940706
301	0.08909265656
302	0.08898540177
303	0.08889643133
304	0.08879570974
305	0.08869232336
306	0.08850782118
307	0.08838690657
308	0.08828918582
309	0.08815551438
310	0.08805392774
311	0.08790079498
312	0.08777860736
313	0.08769030285
314	0.08755608707
315	0.08730484632
316	0.08715448841
317	0.08705934033
318	0.08693765266
319	0.08683546518
320	0.08675807528
321	0.08652690048
322	0.08642582796
323	0.0863537473
324	0.08618984
325	0.08608830476
326	0.08599586844
327	0.08586994764
328	0.08578866136
329	0.08565275984
330	0.0855274222
331	0.08540704333
332	0.08527507034
333	0.08508413396
334	0.08499454869
335	0.08487761275
336	0.08487076395
337	0.08468931653
338	0.08445978599
339	0.0843153347
340	0.08419026557
341	0.08412498296
342	0.08391417244
343	0.08377396904
344	0.08366973031
345	0.08351172339
346	0.08336529503
347	0.08324943239
348	0.08308309134
349	0.08300461405
350	0.0828840676
351	0.08278954166
352	0.08267580009
353	0.08249601034
354	0.08222135035
355	0.0821209245
356	0.08202342296
357	0.08192522939
358	0.08180525402
359	0.08168845743
360	0.08156751936
361	0.08146608525
362	0.08128120928
363	0.08118146448
364	0.08105693942
365	0.08089855332
366	0.08079520842
367	0.08071731867
368	0.08060457526
369	0.08050993451
370	0.08041467515
371	0.08025807462
372	0.08018344074
373	0.08012415293
374	0.08004432142
375	0.07998151041
376	0.07983238908
377	0.07975023819
378	0.07962778691
379	0.07948969831
380	0.07941978866
381	0.07935595496
382	0.07925630873
383	0.07914429132
384	0.07908041711
385	0.07895254833
386	0.07871917158
387	0.07861288334
388	0.0784575459
389	0.0783317331
390	0.0781781206
391	0.07805291392
392	0.07799190572
393	0.07791076134
394	0.07784205349
395	0.07770306709
396	0.07756234391
397	0.07748571352
398	0.07738100298
399	0.07728474866
400	0.07720167362
401	0.07713911367
402	0.07699138166
403	0.07690600776
404	0.07681741479
405	0.0767009083
406	0.07664355696
407	0.07651029711
408	0.0764088257
409	0.07632329007
410	0.07615096699
411	0.07603187672
412	0.07597674184
413	0.07589045056
414	0.07580118759
415	0.07567295941
416	0.075489675
417	0.07543167475
418	0.07534139064
419	0.07526494559
420	0.07515126441
421	0.07505862826
422	0.074858506
423	0.07472873617
424	0.07464471878
425	0.0745387296
426	0.07442887077
427	0.07432143622
428	0.07418612942
429	0.07407919877
430	0.07391805379
431	0.07381558024
432	0.07371580276
433	0.07358450495
434	0.0734959848
435	0.07341816821
436	0.07332836239
437	0.07325177216
438	0.0731396572
439	0.07302915364
440	0.07289889154
441	0.07280394989
442	0.07267250829
443	0.0725764466
444	0.07245392193
445	0.07238992064
446	0.07228889762
447	0.07219493175
448	0.0721094394
449	0.07201155241
450	0.07191730321
451	0.07185422581
452	0.0717094725
453	0.07162019726
454	0.07157010048
455	0.07147747535
456	0.07139679407
457	0.07133161454
458	0.07127508564
459	0.07119035225
460	0.07108398451
461	0.07096866365
462	0.07087130887
463	0.0707857967
464	0.07071293865
465	0.07063238757
466	0.07052093937
467	0.07045160128
468	0.07036801679
469	0.07026805541
470	0.07017726083
471	0.07011726312
472	0.07004944946
473	0.06998414596
474	0.06988215234
475	0.06984038949
476	0.06965743648
477	0.06958931542
478	0.06951123369
479	0.06946783949
480	0.06939130635
481	0.06927123815
482	0.06918548469
483	0.06910483937
484	0.06902183957
485	0.06885050575
486	0.06877349645
487	0.06871491065
488	0.06864373999
489	0.06858743587
490	0.06851280502
491	0.06844897011
492	0.0683759078
493	0.06832101229
494	0.06824403372
495	0.06818249248
496	0.06809640736
497	0.0680038473
498	0.06793831087
499	0.06785637515
500	0.06778656538
501	0.06769916312
502	0.06763222186
503	0.06755491317
504	0.06749193758
505	0.06740853812
506	0.06735112086
507	0.06727797896
508	0.06717430849
509	0.06710664796
510	0.06702776899
511	0.06694816178
512	0.06689617117
513	0.06680434716
514	0.06674249609
515	0.06669128741
516	0.06653397584
517	0.06649154461
518	0.06639537899
519	0.06631958614
520	0.06622270901
521	0.06607474607
522	0.06600571905
523	0.06594035449
524	0.06586902349
525	0.06578629147
526	0.06574551262
527	0.06569496384
528	0.06560347756
529	0.06553129291
530	0.06544460822
531	0.06536643665
532	0.06533176543
533	0.06526034709
534	0.06517598587
535	0.06513895304
536	0.06505261061
537	0.06491492464
538	0.06481378394
539	0.06475356173
540	0.06467091173
541	0.06461289079
542	0.0645517201
543	0.06449127568
544	0.06441865523
545	0.06435145159
546	0.06430457321
547	0.06424765954
548	0.06418105405
549	0.06410206609
550	0.06404449422
551	0.06400963477
552	0.06392194108
553	0.06384151715
554	0.0637863389
555	0.06371092058
556	0.06362723907
557	0.06354138411
558	0.06349000162
559	0.06343278602
560	0.06337882342
561	0.06331186113
562	0.06325162982
563	0.06317041229
564	0.06310553763
565	0.06304555428
566	0.06299094466
567	0.06293363308
568	0.0628823622
569	0.0628109719
570	0.06275835192
571	0.06270744391
572	0.06264962308
573	0.06262359356
574	0.0625772121
575	0.06251984229
576	0.06244687556
577	0.06237882095
578	0.06229531952
579	0.06222117542
580	0.06215009817
581	0.06210493977
582	0.06201750961
583	0.06196327378
584	0.06190779784
585	0.06183098008
586	0.06178869119
587	0.06171028063
588	0.06160572915
589	0.06154880766
590	0.06148131529
591	0.06141659646
592	0.06136418811
593	0.06130692404
594	0.06125393042
595	0.061180175
596	0.0611152506
597	0.0610387418
598	0.0609930798
599	0.06092829438
600	0.06086934996
601	0.06082473007
602	0.06077882167
603	0.06071322087
604	0.06067880058
605	0.06055816475
606	0.06050875654
607	0.06046507091
608	0.06039726702
609	0.06035118447
610	0.06027309344
611	0.06024641644
612	0.06015319878
613	0.06004181097
614	0.05998665712
615	0.05994268006
616	0.05984919942
617	0.05981002329
618	0.0597436177
619	0.05965743378
620	0.05961532451
621	0.05953839413
622	0.05948167039
623	0.05944842079
624	0.05940685704
625	0.05935912762
626	0.05930033505
627	0.05926284197
628	0.05915017569
629	0.0590810087
630	0.05903852739
631	0.05900731838
632	0.0589712147
633	0.05894649162
634	0.05888813012
635	0.05885046834
636	0.0588002153
637	0.05870799048
638	0.05865721012
639	0.05862907322
640	0.05854113818
641	0.05846867693
642	0.05844466577
643	0.05840653477
644	0.05836130028
645	0.05831366549
646	0.05823466453
647	0.05817536977
648	0.05809613595
649	0.05802590529
650	0.057985547
651	0.05792227802
652	0.05785745776
653	0.05779962708
654	0.05774018217
655	0.05767543537
656	0.05762162542
657	0.05758437052
658	0.05754641422
659	0.0575037655
660	0.05747051798
661	0.05742297135
662	0.05735363283
663	0.05731663633
664	0.05726965234
665	0.05721158907
666	0.0571081392
667	0.05703398735
668	0.05700863673
669	0.05697323674
670	0.05692787737
671	0.05689123208
672	0.05681202602
673	0.05676055106
674	0.05671918512
675	0.05667205629
676	0.05661826575
677	0.05654278307
678	0.05650820998
679	0.05647568113
680	0.05642106363
681	0.05636090882
682	0.0563201758
683	0.05628227106
684	0.05622447631
685	0.05619263855
686	0.05615228646
687	0.05607850799
688	0.05603792298
689	0.0560047271
690	0.0559277885
691	0.05590095048
692	0.05587807167
693	0.05585760966
694	0.05582662892
695	0.05578601365
696	0.05572928378
697	0.05568320945
698	0.05565154389
699	0.05560923101
700	0.05558344447
701	0.05555317606
702	0.05548045054
703	0.05543987652
704	0.05536707929
705	0.05532646199
706	0.05528209329
707	0.05523838144
708	0.05517866755
709	0.05514882664
710	0.05512238829
711	0.05506947453
712	0.05498079516
713	0.05495268852
714	0.05492348149
715	0.05488171466
716	0.05484796733
717	0.05480699755
718	0.05473886146
719	0.05469667374
720	0.05464324473
721	0.05457297935
722	0.05454199929
723	0.05451776269
724	0.05448157179
725	0.05445124892
726	0.05442826146
727	0.05438677609
728	0.05433602613
729	0.05426724316
730	0.05418254549
731	0.05412973552
732	0.05410809372
733	0.05405997556
734	0.05402942273
735	0.05399582664
736	0.0539284175
737	0.05389909003
738	0.05386082437
739	0.05383034649
740	0.05381273108
741	0.05374837181
742	0.05371322187
743	0.05369074953
744	0.05364131024
745	0.05358432648
746	0.05353601024
747	0.05348656806
748	0.05343730428
749	0.05339367095
750	0.05336585864
751	0.05332487295
752	0.05327643627
753	0.05325653272
754	0.05321004834
755	0.05317422981
756	0.05311210956
757	0.05309299132
758	0.05305423238
759	0.05302001407
760	0.05295721768
761	0.0529313626
762	0.05291198097
763	0.05288916214
764	0.0528642862
765	0.05282724232
766	0.05272448968
767	0.05265289677
768	0.05260383903
769	0.05258361426
770	0.05254424146
771	0.05250630672
772	0.05246234941
773	0.0524193637
774	0.05237805121
775	0.0523511737
776	0.05231504508
777	0.0522731012
778	0.05220998562
779	0.05218859898
780	0.05217025231
781	0.05213567249
782	0.05209868313
783	0.05203704012
784	0.05193223414
785	0.0519088706
786	0.05187206855
787	0.05183663843
788	0.05177319624
789	0.0517164535
790	0.05166325343
791	0.05162453459
792	0.05158389627
793	0.05153299979
794	0.05151185902
795	0.05145699612
796	0.05142022534
797	0.05138693907
798	0.05136629597
799	0.0513321028
800	0.05131300047
801	0.05126291524
802	0.05124251194
803	0.05122515844
804	0.05120696732
805	0.0511852534
806	0.05113746084
807	0.05112500915
808	0.05108653813
809	0.05104232262
810	0.05100794317
811	0.05098145266
812	0.05088917506
813	0.05085249972
814	0.0507757935
815	0.05071806635
816	0.05063134123
817	0.05057232287
818	0.05054699072
819	0.05052585427
820	0.05048801806
821	0.05044568335
822	0.05041248322
823	0.05036467899
824	0.05033252109
825	0.05028517039
826	0.05023177777
827	0.05017533515
828	0.05014344603
829	0.05012410403
830	0.0500701105
831	0.05003966112
832	0.04995491068
833	0.0499014971
834	0.04985638642
835	0.04983657042
836	0.04980516454
837	0.04978642137
838	0.04977080025
839	0.04974749097
840	0.04970338997
841	0.04968065565
842	0.04966163271
843	0.04962693191
844	0.04954882713
845	0.0495069398
846	0.04947032753
847	0.04942843986
848	0.04941237709
849	0.04936234976
850	0.04929999314
851	0.04926332622
852	0.04924505854
853	0.04923037748
854	0.04919032208
855	0.0491562474
856	0.04913003281
857	0.04909447357
858	0.04906415899
859	0.04903099033
860	0.0490163243
861	0.04897674722
862	0.04892437985
863	0.04888810916
864	0.04886002888
865	0.04878652229
866	0.04874447887
867	0.04871533074
868	0.04867172989
869	0.0486542633
870	0.04861018845
871	0.04859290868
872	0.04857793046
873	0.04852786566
874	0.04849516131
875	0.04846577722
876	0.04845021676
877	0.0484221569
878	0.04838953867
879	0.0483553199
880	0.04834162742
881	0.04831536916
882	0.04828237156
883	0.04825875899
884	0.04822836596
885	0.04820525375
886	0.04817585052
887	0.04814413873
888	0.04811607287
889	0.04809360174
890	0.04806742335
891	0.04803419349
892	0.04798687426
893	0.04796011092
894	0.04793109914
895	0.04790237622
896	0.04788603671
897	0.04785812041
898	0.047767729
899	0.0477266125
900	0.04770100125
901	0.04767123765
902	0.04762732914
903	0.04759673937
904	0.04757683575
905	0.0475130464
906	0.04748045473
907	0.04743243531
908	0.04740570102
909	0.04735384985
910	0.047332683
911	0.04730345709
912	0.04726769336
913	0.04718322066
914	0.04715536407
915	0.04713957487
916	0.04711164427
917	0.04709794324
918	0.04707280122
919	0.04704078944
920	0.0470115541
921	0.04696615361
922	0.04693836293
923	0.04689964503
924	0.04688592634
925	0.04687364349
926	0.04684332056
927	0.04680193257
928	0.04677192041
929	0.04669179579
930	0.04666251954
931	0.04662998745
932	0.04660311723
933	0.04659240359
934	0.0465631764
935	0.0465006273
936	0.04647153706
937	0.04644283611
938	0.04639920629
939	0.04636881448
940	0.04632922088
941	0.04631514546
942	0.04629159563
943	0.04626454067
944	0.0462214139
945	0.0461964093
946	0.04616871197
947	0.04613759927
948	0.04611058508
949	0.04608396207
950	0.04605623596
951	0.04601666932
952	0.04600502722
953	0.04598947222
954	0.04596552852
955	0.04593663866
956	0.04591367398
957	0.04588832997
958	0.04584662306
959	0.04581416868
960	0.04578650788
961	0.04575870089
962	0.04570390452
963	0.0456644435
964	0.04562410415
965	0.04558907445
966	0.0455605236
967	0.04552208216
968	0.0454490454
969	0.04542614495
970	0.04538760923
971	0.0453544341
972	0.04529638836
973	0.04525928956
974	0.0452408674
975	0.04521733476
976	0.04519645927
977	0.04517428813
978	0.0451360137
979	0.04512462771
980	0.04510024297
981	0.04504475516
982	0.04502616882
983	0.04500851021
984	0.0449326532
985	0.04490955764
986	0.04485067415
987	0.04483105818
988	0.04480652401
989	0.04478081215
990	0.04475320331
991	0.04474346734
992	0.04470794132
993	0.04467230274
994	0.04465345477
995	0.04463311839
996	0.04461461792
997	0.04458110546
998	0.04454589406
999	0.04452809034
